Timestamp,Milliseconds,centimeters
2020-05-25 18:59:05,3,5.000305
2020-05-25 18:59:05,102,5.000305
2020-05-25 18:59:05,201,5.000305
2020-05-25 18:59:05,301,5.000305
2020-05-25 18:59:05,401,5.000305
2020-05-25 18:59:06,501,5.000305
2020-05-25 18:59:06,601,5.000305
2020-05-25 18:59:06,701,5.000305
2020-05-25 18:59:06,802,5.000305
2020-05-25 18:59:06,901,5.000305
2020-05-25 18:59:06,1001,5.000305
2020-05-25 18:59:06,1101,5.000305
2020-05-25 18:59:06,1201,5.000305
2020-05-25 18:59:06,1301,5.000305
2020-05-25 18:59:06,1402,5.000305
2020-05-25 18:59:07,1501,5.000305
2020-05-25 18:59:07,1601,5.000305
2020-05-25 18:59:07,1701,5.000305
2020-05-25 18:59:07,1802,5.000305
2020-05-25 18:59:07,1901,5.000305
2020-05-25 18:59:07,2001,5.000305
2020-05-25 18:59:07,2102,5.000305
2020-05-25 18:59:07,2201,5.000305
2020-05-25 18:59:07,2302,5.000305
2020-05-25 18:59:07,2401,5.000305
2020-05-25 18:59:08,2502,5.000305
2020-05-25 18:59:08,2601,5.000305
2020-05-25 18:59:08,2701,5.000305
2020-05-25 18:59:08,2802,5.000305
2020-05-25 18:59:08,2901,5.000305
2020-05-25 18:59:08,3002,5.000305
2020-05-25 18:59:08,3101,5.000305
2020-05-25 18:59:08,3201,5.000305
2020-05-25 18:59:08,3302,5.000305
2020-05-25 18:59:08,3401,5.000305
2020-05-25 18:59:09,3501,5.000305
2020-05-25 18:59:09,3602,5.000305
2020-05-25 18:59:09,3701,5.000305
2020-05-25 18:59:09,3801,5.000305
2020-05-25 18:59:09,3902,5.000305
2020-05-25 18:59:09,4001,5.000305
2020-05-25 18:59:09,4101,5.000305
2020-05-25 18:59:09,4202,5.000305
2020-05-25 18:59:09,4301,5.000305
2020-05-25 18:59:09,4401,5.000305
2020-05-25 18:59:10,4502,5.000305
2020-05-25 18:59:10,4602,5.000305
2020-05-25 18:59:10,4703,5.000305
2020-05-25 18:59:10,4801,5.000305
2020-05-25 18:59:10,4901,5.000305
